"Step","seed_42_20260203_074720 - eval/mean_reward","seed_42_20260203_074720 - eval/mean_reward__MIN","seed_42_20260203_074720 - eval/mean_reward__MAX"
"10017","0.3800478919367155","0.3800478919367155","0.3800478919367155"
"20034","0.6095781243012648","0.6095781243012648","0.6095781243012648"
"30051","0.7001379087517574","0.7001379087517574","0.7001379087517574"
"40068","0.8472778642553057","0.8472778642553057","0.8472778642553057"
"50085","0.7992022196706027","0.7992022196706027","0.7992022196706027"
"60102","0.8331848412191679","0.8331848412191679","0.8331848412191679"
"70119","0.843095700502823","0.843095700502823","0.843095700502823"
