"Step","seed_42_20260203_072716 - eval/mean_reward","seed_42_20260203_072716 - eval/mean_reward__MIN","seed_42_20260203_072716 - eval/mean_reward__MAX"
"10017","0.5215025432119352","0.5215025432119352","0.5215025432119352"
"20034","0.6149158719181798","0.6149158719181798","0.6149158719181798"
"30051","0.6318065774126391","0.6318065774126391","0.6318065774126391"
"40068","0.6508727248339566","0.6508727248339566","0.6508727248339566"
"50085","0.6103263290802937","0.6103263290802937","0.6103263290802937"
"60102","0.6282412804504475","0.6282412804504475","0.6282412804504475"
"70119","0.7395455751761973","0.7395455751761973","0.7395455751761973"
